CORP_KEY|CIFID|CORP_REP_KEY|ADDRESSCATEGORY|START_DATE|PHONENO1LOCALCODE|PHONENO1CITYCODE|PHONENO1COUNTRYCODE|PHONENO2LOCALCODE|PHONENO2CITYCODE|PHONENO2COUNTRYCODE|FAXNOLOCALCODE|FAXNOCITYCODE|FAXNOCOUNTRYCODE|EMAIL|PAGERNOLOCALCODE|PAGERNOCITYCODE|PAGERNOCOUNTRYCODE|TELEXLOCALCODE|TELEXCITYCODE|TELEXCOUNTRYCODE|HOUSE_NO|PREMISE_NAME|BUILDING_LEVEL|STREET_NO|STREET_NAME|SUBURB|LOCALITY_NAME|TOWN|DOMICILE|CITY_CODE|STATE_CODE|ZIP|COUNTRY_CODE|SMALL_STR1|SMALL_STR2|SMALL_STR3|SMALL_STR4|SMALL_STR5|SMALL_STR6|SMALL_STR7|SMALL_STR8|SMALL_STR9|SMALL_STR10|MED_STR1|MED_STR2|MED_STR3|MED_STR4|MED_STR5|MED_STR6|MED_STR7|MED_STR8|MED_STR9|MED_STR10|LARGE_STR1|LARGE_STR2|LARGE_STR3|LARGE_STR4|LARGE_STR5|DATE1|DATE2|DATE3|DATE4|DATE5|DATE6|DATE7|DATE8|DATE9|DATE10|NUMBER1|NUMBER2|NUMBER3|NUMBER4|NUMBER5|NUMBER6|NUMBER7|NUMBER8|NUMBER9|NUMBER10|DECIMAL1|DECIMAL2|DECIMAL3|DECIMAL4|DECIMAL5|DECIMAL6|DECIMAL7|DECIMAL8|DECIMAL9|DECIMAL10|PREFERREDADDRESS|HOLDMAILINITIATEDBY|HOLDMAILFLAG|BUSINESSCENTER|HOLDMAILREASON|PREFERREDFORMAT|FREETEXTADDRESS|FREETEXTLABEL|IS_ADDRESS_PROOF_RCVD|LASTUPDATE_DATE|ADDRESS_LINE1|ADDRESS_LINE2|ADDRESS_LINE3|BANK_ID|ISADDRESSVERIFIED
C000000744|C000000744||Mailing|01-01-1900||||||||||mahesh/shambu ji,spach35@yahoo.com||||||||||||||||DEF_CITY_CODE|DEF_STATE_CODE|DEF_ZIP_CODE|NEPAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||Y|||DEF_BUS_CENTER||FREE_TEXT_FORMAT|Address1: DUGARNIWAS ,KANTIPATH,KATHMANDU/Address2: P.O.BOX:485/Address3: /ContactAdd1: DUGARNIWAS ,KANTIPATH,KATHMANDU/ContactAdd2: P.O.BOX:485/ContactAdd3: /City: KATHMANDU/PhoneNo: 4417563, 4244352, 4362992/MobileNo: 9801012153/Fax2: /FaxNo: 4357523/PagerNo: 039-2801-521|FULL_ADDRESS_PUMORI|||DUGARNIWAS ,KANTIPATH,KATHMANDU|P.O.BOX:485||01|
C000000755|C000000755||Mailing|01-01-1900||||||||||tmdugar@group.wlink.com.np||||||||||||||||DEF_CITY_CODE|DEF_STATE_CODE|DEF_ZIP_CODE|NEPAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||Y|||DEF_BUS_CENTER||FREE_TEXT_FORMAT|Address1: BALAJU-16, KATHMANDU/Address2: /Address3: /ContactAdd1: DUGARNIWAS ,KANTIPATH/ContactAdd2: P.O.BOX 485,KATHMANDU/ContactAdd3: /City: KATHMANDU/PhoneNo: 4417974/MobileNo: /Fax2: /FaxNo: 4225685/PagerNo:|FULL_ADDRESS_PUMORI|||BALAJU-16, KATHMANDU|||01|
C000000759|C000000759||Mailing|01-01-1900||||||||||rajendra.samant@cg.holdings||||||||||||||||DEF_CITY_CODE|DEF_STATE_CODE|DEF_ZIP_CODE|NEPAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||Y|||DEF_BUS_CENTER||FREE_TEXT_FORMAT|Address1: HN:6/373,KHICHAPOKHARI-22,KATHMANDU/Address2: /Address3: /ContactAdd1: P.O.BOX 4869,/ContactAdd2: THAPATHALI,KATHMANDU/ContactAdd3: /City: KATHMANDU/PhoneNo: 4226722/MobileNo: 9801200794/Fax2: /FaxNo: 4225315/PagerNo:|FULL_ADDRESS_PUMORI|||HN:6/373,KHICHAPOKHARI-22,KATHMANDU|||01|
C000000833|C000000833||Mailing|01-01-1900||||||||||||||||||||||||||DEF_CITY_CODE|DEF_STATE_CODE|DEF_ZIP_CODE|NEPAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||Y|||DEF_BUS_CENTER||FREE_TEXT_FORMAT|Address1: SUBIDHANAGAR-35, KATHMANDU/Address2: /Address3: /ContactAdd1: SUBIDHANAGAR-35, KATHMANDU/ContactAdd2: /ContactAdd3: /City: KATHMANDU/PhoneNo: 4466300, 4466500/MobileNo: /Fax2: /FaxNo: /PagerNo: 90|FULL_ADDRESS_PUMORI|||SUBIDHANAGAR-35, KATHMANDU|||01|
C000000838|C000000838||Mailing|01-01-1900||||||||||ktmpacific@gmail.com||||||||||||||||DEF_CITY_CODE|DEF_STATE_CODE|DEF_ZIP_CODE|NEPAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||Y|||DEF_BUS_CENTER||FREE_TEXT_FORMAT|Address1: MAHANKAL-9, NEW COLONY MARGA/Address2: SUKEDHARA/Address3: /ContactAdd1: MAHANKAL-09, NEW COLONY MRGA,/ContactAdd2: SUKEDHARA/ContactAdd3: /City: KATHMANDU/PhoneNo: 4376399/MobileNo: 9851109353/Fax2: /FaxNo: 014378270/PagerNo:|FULL_ADDRESS_PUMORI|||MAHANKAL-9, NEW COLONY MARGA|SUKEDHARA||01|
C000000843|C000000843||Mailing|01-01-1900||||||||||||||||||||||||||DEF_CITY_CODE|DEF_STATE_CODE|DEF_ZIP_CODE|NEPAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||Y|||DEF_BUS_CENTER||FREE_TEXT_FORMAT|Address1: BABARMAHAL-11,KATHMANDU/Address2: G.P.O BOX NO-148/Address3: /ContactAdd1: BABARMAHAL-11,KATHMANDU/ContactAdd2: G.P.O BOX NO-148/ContactAdd3: /City: KATHMANDU/PhoneNo: 4231788/MobileNo: /Fax2: /FaxNo: 4223906/PagerNo:|FULL_ADDRESS_PUMORI|||BABARMAHAL-11,KATHMANDU|G.P.O BOX NO-148||01|
C000000848|C000000848||Mailing|01-01-1900||||||||||cmbfl@ntc.net.np||||||||||||||||DEF_CITY_CODE|DEF_STATE_CODE|DEF_ZIP_CODE|NEPAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||Y|||DEF_BUS_CENTER||FREE_TEXT_FORMAT|Address1: BATTISPUTALI-09, KATHMANDU/Address2: /Address3: /ContactAdd1: BATTISPUTALI-09, KATHMANDU/ContactAdd2: /ContactAdd3: /City: KATHMANDU/PhoneNo: 4471458/MobileNo: /Fax2: /FaxNo: 4496321/PagerNo:|FULL_ADDRESS_PUMORI|||BATTISPUTALI-09, KATHMANDU|||01|
C000117878|C000117878||Mailing|01-01-1900||||||||||||||||||||||||||DEF_CITY_CODE|DEF_STATE_CODE|DEF_ZIP_CODE|NEPAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||Y|||DEF_BUS_CENTER||FREE_TEXT_FORMAT|Address1: BATULECHAUR, POKHARA-16/Address2: /Address3: /ContactAdd1: BATULECHAUR, POKHARA-16/ContactAdd2: /ContactAdd3: /City: POKHARA/PhoneNo: 061-440216/MobileNo: 9856024013/Fax2: /FaxNo: /PagerNo:|FULL_ADDRESS_PUMORI|||BATULECHAUR, POKHARA-16|||01|
C000117953|C000117953||Mailing|01-01-1900||||||||||||||||||||||||||DEF_CITY_CODE|DEF_STATE_CODE|DEF_ZIP_CODE|NEPAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||Y|||DEF_BUS_CENTER||FREE_TEXT_FORMAT|Address1: SATDOBATO-15, LALITPUR/Address2: /Address3: /ContactAdd1: SATDOBATO-15, LALITPUR/ContactAdd2: /ContactAdd3: /City: LALITPUR/PhoneNo: 5542534/MobileNo: 9851094554/Fax2: /FaxNo: /PagerNo:|FULL_ADDRESS_PUMORI|||SATDOBATO-15, LALITPUR|||01|
C000117960|C000117960||Mailing|01-01-1900||||||||||||||||||||||||||DEF_CITY_CODE|DEF_STATE_CODE|DEF_ZIP_CODE|NEPAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||Y|||DEF_BUS_CENTER||FREE_TEXT_FORMAT|Address1: TINTHANA-7/Address2: /Address3: /ContactAdd1: TINTHANA-7/ContactAdd2: KTM/ContactAdd3: /City: KATHMANDU/PhoneNo: /MobileNo: 9851095235/Fax2: /FaxNo: /PagerNo:|FULL_ADDRESS_PUMORI|||TINTHANA-7|||01|
C000117733|C000117733||Mailing|01-01-1900||||||||||||||||||||||||||DEF_CITY_CODE|DEF_STATE_CODE|DEF_ZIP_CODE|NEPAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||Y|||DEF_BUS_CENTER||FREE_TEXT_FORMAT|Address1: BHOTEBAHAL-11, KATHMANDU/Address2: /Address3: /ContactAdd1: BHOTEBAHAL-11, KATHMANDU/ContactAdd2: /ContactAdd3: /City: KATHMANDU/PhoneNo: 4226175/MobileNo: 9851106890/Fax2: /FaxNo: /PagerNo:|FULL_ADDRESS_PUMORI|||BHOTEBAHAL-11, KATHMANDU|||01|
C000118001|C000118001||Mailing|01-01-1900||||||||||||||||||||||||||DEF_CITY_CODE|DEF_STATE_CODE|DEF_ZIP_CODE|NEPAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||Y|||DEF_BUS_CENTER||FREE_TEXT_FORMAT|Address1: KAPTANGUNJ-04,SUNSAARI/Address2: /Address3: /ContactAdd1: KAPTANGUNJ-04,SUNSAARI/ContactAdd2: /ContactAdd3: /City: /PhoneNo: 025-560848/MobileNo: 9842124144/Fax2: /FaxNo: /PagerNo: 9824828781|FULL_ADDRESS_PUMORI|||KAPTANGUNJ-04,SUNSAARI|||01|
C000121246|C000121246||Mailing|01-01-1900||||||||||info@omnipl.wm||||||||||||||||DEF_CITY_CODE|DEF_STATE_CODE|DEF_ZIP_CODE|NEPAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||Y|||DEF_BUS_CENTER||FREE_TEXT_FORMAT|Address1: H.NO:13/45,ADARSHANAGAR,BIRJUNG /Address2: PARSA/Address3: /ContactAdd1: H.NO:13/45,ADARSHANAGAR,BIRJUNG /ContactAdd2: PARSA/ContactAdd3: /City: BIRJUNG/PhoneNo: 051-525335, 051-526835/MobileNo: /Fax2: /FaxNo: /PagerNo:|FULL_ADDRESS_PUMORI|||H.NO:13/45,ADARSHANAGAR,BIRJUNG|PARSA||01|
C000120312|C000120312||Mailing|01-01-1900||||||||||||||||||||||||||DEF_CITY_CODE|DEF_STATE_CODE|DEF_ZIP_CODE|NEPAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||Y|||DEF_BUS_CENTER||FREE_TEXT_FORMAT|Address1: ANARMANI-3, JHAPA/Address2: /Address3: /ContactAdd1: ANARMANI-3, JHAPA/ContactAdd2: /ContactAdd3: /City: /PhoneNo: /MobileNo: /Fax2: /FaxNo: /PagerNo:|FULL_ADDRESS_PUMORI|||ANARMANI-3, JHAPA|||01|
C000121040|C000121040||Mailing|01-01-1900||||||||||||||||||||||||||DEF_CITY_CODE|DEF_STATE_CODE|DEF_ZIP_CODE|NEPAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||Y|||DEF_BUS_CENTER||FREE_TEXT_FORMAT|Address1: DAMAK-8, JHAPA/Address2: /Address3: /ContactAdd1: DAMAK-8, JHAPA/ContactAdd2: /ContactAdd3: /City: JHAPA/PhoneNo: 023-581355/MobileNo: /Fax2: /FaxNo: /PagerNo:|FULL_ADDRESS_PUMORI|||DAMAK-8, JHAPA|||01|
C000121132|C000121132||Mailing|01-01-1900||||||||||||||||||||||||||DEF_CITY_CODE|DEF_STATE_CODE|DEF_ZIP_CODE|NEPAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||Y|||DEF_BUS_CENTER||FREE_TEXT_FORMAT|Address1: BIRTAMOD/Address2: /Address3: /ContactAdd1: BIRTAMOD/ContactAdd2: /ContactAdd3: /City: BIRTAMOD/PhoneNo: /MobileNo: /Fax2: /FaxNo: /PagerNo:|FULL_ADDRESS_PUMORI|||BIRTAMOD|||01|
C000120020|C000120020||Mailing|01-01-1900||||||||||||||||||||||||||DEF_CITY_CODE|DEF_STATE_CODE|DEF_ZIP_CODE|NEPAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||Y|||DEF_BUS_CENTER||FREE_TEXT_FORMAT|Address1: DAMAK-13, JHAPA/Address2: /Address3: /ContactAdd1: DAMAK-13, JHAPA/ContactAdd2: /ContactAdd3: /City: DAMAK/PhoneNo: 023-584262/MobileNo: 9842621396/Fax2: /FaxNo: /PagerNo:|FULL_ADDRESS_PUMORI|||DAMAK-13, JHAPA|||01|
C000121333|C000121333||Mailing|01-01-1900||||||||||||||||||||||||||DEF_CITY_CODE|DEF_STATE_CODE|DEF_ZIP_CODE|NEPAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||Y|||DEF_BUS_CENTER||FREE_TEXT_FORMAT|Address1: BKT-11/Address2: /Address3: /ContactAdd1: BKT-11/ContactAdd2: /ContactAdd3: /City: BKT/PhoneNo: 6614801/MobileNo: /Fax2: /FaxNo: /PagerNo:|FULL_ADDRESS_PUMORI|||BKT-11|||01|
C000121438|C000121438||Mailing|01-01-1900||||||||||||||||||||||||||DEF_CITY_CODE|DEF_STATE_CODE|DEF_ZIP_CODE|NEPAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||Y|||DEF_BUS_CENTER||FREE_TEXT_FORMAT|Address1: MAHALAXMI-4,BHAKTAPUR/Address2: /Address3: BHAKTAPUR/ContactAdd1: MAHALAXMI-4,BHAKTAPUR/ContactAdd2: /ContactAdd3: BHAKTAPUR/City: /PhoneNo: 6612911/MobileNo: 9841299345/Fax2: /FaxNo: /PagerNo:|FULL_ADDRESS_PUMORI|||MAHALAXMI-4,BHAKTAPUR||BHAKTAPUR|01|
C000121287|C000121287||Mailing|01-01-1900||||||||||simrikair@wlink.com.np||||||||||||||||DEF_CITY_CODE|DEF_STATE_CODE|DEF_ZIP_CODE|NEPAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||Y|||DEF_BUS_CENTER||FREE_TEXT_FORMAT|Address1: KALIMATI DOLE-9, KATHMANDU/Address2: /Address3: /ContactAdd1: PUSPA MARG,SUBIDHANAGRA,/ContactAdd2: TEENKUNE-35, KATHMANDU/ContactAdd3: /City: KATHMANDU/PhoneNo: 4155341/MobileNo: /Fax2: 4155346/FaxNo: 4155345/PagerNo:|FULL_ADDRESS_PUMORI|||KALIMATI DOLE-9, KATHMANDU|||01|
C000121352|C000121352||Mailing|01-01-1900||||||||||||||||||||||||||DEF_CITY_CODE|DEF_STATE_CODE|DEF_ZIP_CODE|NEPAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||Y|||DEF_BUS_CENTER||FREE_TEXT_FORMAT|Address1: ANARMANI-3/Address2: JHAPA/Address3: /ContactAdd1: ANARMANI-3/ContactAdd2: JHAPA/ContactAdd3: /City: BIRTAMOD/PhoneNo: /MobileNo: 9852672516/Fax2: /FaxNo: /PagerNo:|FULL_ADDRESS_PUMORI|||ANARMANI-3|JHAPA||01|
C000121472|C000121472||Mailing|01-01-1900||||||||||||||||||||||||||DEF_CITY_CODE|DEF_STATE_CODE|DEF_ZIP_CODE|NEPAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||Y|||DEF_BUS_CENTER||FREE_TEXT_FORMAT|Address1: PUTALISADAK-31, KATHMANDU/Address2: /Address3: /ContactAdd1: PUTALISADAK-31, KATHMANDU/ContactAdd2: /ContactAdd3: /City: KATHMANDU/PhoneNo: 4168667/MobileNo: 9851011389/Fax2: /FaxNo: 9851013497/PagerNo: 9851097553|FULL_ADDRESS_PUMORI|||PUTALISADAK-31, KATHMANDU|||01|
C000121492|C000121492||Mailing|01-01-1900||||||||||||||||||||||||||DEF_CITY_CODE|DEF_STATE_CODE|DEF_ZIP_CODE|NEPAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||Y|||DEF_BUS_CENTER||FREE_TEXT_FORMAT|Address1: LELE-3, LALITPUR/Address2: /Address3: /ContactAdd1: LELE-3, LALITPUR/ContactAdd2: /ContactAdd3: /City: LALITPUR/PhoneNo: /MobileNo: 9741167467/Fax2: /FaxNo: /PagerNo:|FULL_ADDRESS_PUMORI|||LELE-3, LALITPUR|||01|
C000121389|C000121389||Mailing|01-01-1900||||||||||shakyaDHM@gmail.com||||||||||||||||DEF_CITY_CODE|DEF_STATE_CODE|DEF_ZIP_CODE|NEPAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||Y|||DEF_BUS_CENTER||FREE_TEXT_FORMAT|Address1: PATAN INDUSTRIAL ESTATE/Address2: LALITPUR/Address3: /ContactAdd1: PATAN INDUSTRIAL ESTATE/ContactAdd2: LALITPUR/ContactAdd3: /City: /PhoneNo: /MobileNo: 9851058133/Fax2: /FaxNo: /PagerNo:|FULL_ADDRESS_PUMORI|||PATAN INDUSTRIAL ESTATE|LALITPUR||01|
C000121390|C000121390||Mailing|01-01-1900||||||||||||||||||||||||||DEF_CITY_CODE|DEF_STATE_CODE|DEF_ZIP_CODE|NEPAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||Y|||DEF_BUS_CENTER||FREE_TEXT_FORMAT|Address1: PATAN INDUSTRIAL ESTATE/Address2: LALITPUR/Address3: /ContactAdd1: PATAN INDUSTRIAL ESTATE/ContactAdd2: LALITPUR/ContactAdd3: /City: LALITPUR/PhoneNo: 9841260578 S/MobileNo: 9851136435 D/Fax2: /FaxNo: /PagerNo:|FULL_ADDRESS_PUMORI|||PATAN INDUSTRIAL ESTATE|LALITPUR||01|
C000121380|C000121380||Mailing|01-01-1900||||||||||wood@carving.wlink.com.no||||||||||||||||DEF_CITY_CODE|DEF_STATE_CODE|DEF_ZIP_CODE|NEPAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||Y|||DEF_BUS_CENTER||FREE_TEXT_FORMAT|Address1: LALITPUR/Address2: /Address3: /ContactAdd1: LALITPUR/ContactAdd2: /ContactAdd3: /City: /PhoneNo: 5521447 / 5544203/MobileNo: 5523768/Fax2: /FaxNo: /PagerNo:|FULL_ADDRESS_PUMORI|||LALITPUR|||01|
C000121496|C000121496||Mailing|01-01-1900||||||||||||||||||||||||||DEF_CITY_CODE|DEF_STATE_CODE|DEF_ZIP_CODE|NEPAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||Y|||DEF_BUS_CENTER||FREE_TEXT_FORMAT|Address1: GOTHATAR -3, KATHMANDU/Address2: /Address3: /ContactAdd1: GOTHATAR-3, KATHMANDU/ContactAdd2: /ContactAdd3: /City: KATHMANDU/PhoneNo: 4991738/MobileNo: 9841445118/Fax2: /FaxNo: /PagerNo:|FULL_ADDRESS_PUMORI|||GOTHATAR -3, KATHMANDU|||01|
